Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
BUENOS AIRES,Ramallo,VILLA RAMALLO,515,1899,0,1,327,0,0,0,2742
BUENOS AIRES,Rauch,OTROS,0,0,0,0,0,0,0,15,15
BUENOS AIRES,Rauch,Rauch,1001,0,8,514,0,1,0,93,1617
BUENOS AIRES,Rivadavia,América,577,928,0,1188,1,1,0,809,3504
BUENOS AIRES,Rivadavia,Fortín Olavarría,272,0,0,187,0,0,0,0,459
BUENOS AIRES,Rivadavia,González Moreno,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Rivadavia,Sansinena,0,0,0,168,0,0,0,175,343
BUENOS AIRES,Rojas,Las Carabelas,0,0,0,195,0,1,0,47,243
BUENOS AIRES,Rojas,Rojas,595,3485,2,1160,0,0,0,1479,6721
BUENOS AIRES,Rojas,Rafael Obligado,0,0,0,0,0,0,0,26,26
BUENOS AIRES,Roque Pérez,Carlos Beguerie,0,0,0,0,0,0,0,116,116
BUENOS AIRES,Roque Pérez,Roque Pérez,191,1930,1,0,0,0,0,345,2467
BUENOS AIRES,Saavedra,Espartillar,0,0,0,314,0,0,0,79,393
BUENOS AIRES,Saavedra,Pigüé,859,0,3,3031,0,0,0,0,3893
BUENOS AIRES,Saavedra,Saavedra,0,0,0,9,0,0,0,23,32
BUENOS AIRES,Saavedra,Goyena,0,0,0,44,0,0,0,0,44
BUENOS AIRES,Saavedra,Arroyo Corto,0,0,0,259,0,0,0,0,259
BUENOS AIRES,Saladillo,Del Carril,0,0,0,0,0,0,0,2,2
BUENOS AIRES,Saladillo,Saladillo,664,4651,0,3575,1,0,0,418,9309
BUENOS AIRES,Saladillo,Cazón,0,0,0,38,0,0,0,0,38
BUENOS AIRES,Saladillo,Alvarez de Toledo,0,0,0,25,0,1,0,0,26
BUENOS AIRES,Salliqueló,Quenumá,0,0,0,0,36,0,0,0,36
BUENOS AIRES,Salliqueló,Salliqueló,151,0,3,0,0,2,0,0,156
BUENOS AIRES,Salto,Arroyo Dulce,438,0,0,51,0,0,0,37,526
BUENOS AIRES,Salto,Gahan,181,0,0,0,0,0,0,0,181
BUENOS AIRES,Salto,Inés Indart,0,0,0,15,189,2,0,0,206
BUENOS AIRES,Salto,Salto,931,1325,1,7636,0,0,0,0,9893
BUENOS AIRES,San Andrés de Giles,Azcuénaga,0,0,0,55,7,0,0,54,116
BUENOS AIRES,San Andrés de Giles,San Andrés de Giles,470,665,1,3719,486,1,0,0,5342
BUENOS AIRES,San Andrés de Giles,Solís,46,0,0,261,0,1,0,107,415
BUENOS AIRES,San Andrés de Giles,Villa Ruiz,0,0,0,140,0,0,0,86,226
BUENOS AIRES,San Andrés de Giles,Villa Espil,0,0,0,0,0,0,0,104,104
BUENOS AIRES,San Andrés de Giles,Cucullú,0,0,0,0,218,0,0,24,242
BUENOS AIRES,San Antonio de Areco,San Antonio de Areco,1189,1826,5,2644,0,2,0,2223,7889
BUENOS AIRES,San Antonio de Areco,Villa Lía,190,0,0,245,0,0,0,56,491
BUENOS AIRES,San Antonio de Areco,Duggan,0,0,0,231,0,0,0,278,509
BUENOS AIRES,San Cayetano,Balneario San Cayetano,0,0,0,113,0,0,0,1,114
BUENOS AIRES,San Cayetano,San Cayetano,146,984,0,902,0,0,0,268,2300
BUENOS AIRES,San Cayetano,Ochandío,0,0,0,0,0,0,0,15,15
BUENOS AIRES,San Fernando,San Fernando,3169,17045,2,6941,13,0,0,109,27279
BUENOS AIRES,San Fernando,Victoria,1628,12501,2,1167,6,2,0,1,15307
BUENOS AIRES,San Fernando,Virreyes,660,7731,0,2251,1,0,0,0,10643
BUENOS AIRES,San Isidro,Acassuso,286,5327,1,241,1,1,0,0,5857
BUENOS AIRES,San Isidro,Beccar,2279,16040,0,352,4,0,0,80,18755
BUENOS AIRES,San Isidro,Boulogne Sur Mer,1974,20376,4,785,13,0,0,5,23157
BUENOS AIRES,San Isidro,Martínez,1929,24576,52,3319,60,1,0,1,29938
BUENOS AIRES,San Isidro,San Isidro,1069,21187,3,327,16,1,0,1,22604
BUENOS AIRES,San Isidro,Villa Adelina,949,10837,0,871,7,0,0,0,12664
BUENOS AIRES,San Miguel,Bella Vista,94,3476,39,7923,49,2,0,1201,12784
BUENOS AIRES,San Miguel,Campo De Mayo,0,0,0,0,0,1,0,0,1
BUENOS AIRES,San Miguel,Muñiz,246,3198,5,1865,0,0,0,0,5314
BUENOS AIRES,San Miguel,San Miguel,462,80087,62,26727,108,2,0,121,107569
BUENOS AIRES,San Nicolás,Conesa,670,0,0,0,0,1,0,0,671
BUENOS AIRES,San Nicolás,Erézcano,0,0,0,0,0,0,0,108,108
BUENOS AIRES,San Nicolás,General Rojo,0,0,0,608,0,1,0,0,609
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,8812,17602,2,6770,0,2,0,52,33240
BUENOS AIRES,San Pedro,Río Tala,0,0,0,2,237,0,0,0,239
BUENOS AIRES,San Pedro,San Pedro,2544,4698,0,7012,78,3,0,78,14413
BUENOS AIRES,San Pedro,Santa Lucía,0,0,0,3,0,2,0,0,5
BUENOS AIRES,San Vicente,Alejandro Korn,110,3534,4,6150,9,0,0,332,10139
BUENOS AIRES,San Vicente,Domselaar,0,430,0,0,0,0,0,52,482
BUENOS AIRES,San Vicente,San Vicente,1127,3961,4,484,5,0,0,217,5798
BUENOS AIRES,Suipacha,General Rivas,96,0,0,0,0,0,0,114,210
BUENOS AIRES,Suipacha,Suipacha,273,0,2,2807,0,0,0,283,3365
BUENOS AIRES,Tandil,De la Canal,0,0,0,0,5,0,0,59,64
BUENOS AIRES,Tandil,Gardey,0,0,0,225,35,0,0,21,281
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),268,0,0,0,0,0,0,25,293
BUENOS AIRES,Tandil,OTROS,0,0,0,0,45,0,0,0,45
BUENOS AIRES,Tandil,Tandil,2633,38698,203,2887,277,3,0,737,45438
BUENOS AIRES,Tandil,Desvío Aguirre,0,0,0,10,0,0,0,1,11
BUENOS AIRES,Tapalqué,Tapalqué,0,0,0,1,0,1,0,0,2
BUENOS AIRES,Tigre,Benavídez,945,9561,0,8459,0,5,0,1590,20560
BUENOS AIRES,Tigre,Dique Luján,44,2208,0,30,0,0,0,85,2367
BUENOS AIRES,Tigre,Don Torcuato Este,1485,13763,3,9334,6,0,0,23,24614
BUENOS AIRES,Tigre,El Talar,560,8082,0,5972,2,1,0,80,14697
BUENOS AIRES,Tigre,General Pacheco,2148,12087,1,3279,7,2,0,2,17526
BUENOS AIRES,Tigre,Los Troncos Del Talar,624,7004,0,2612,0,1,0,0,10241
BUENOS AIRES,Tigre,OTROS,0,0,0,2,0,0,0,0,2
BUENOS AIRES,Tigre,Ricardo Rojas,1085,3944,0,1673,6,0,0,0,6708
BUENOS AIRES,Tigre,Rincón de Milberg,1947,8899,0,1632,0,0,0,45,12523
BUENOS AIRES,Tigre,Tigre,880,12518,0,4467,6,5,0,175,18051
BUENOS AIRES,Tigre,Don Torcuato Oeste,0,0,0,0,0,0,0,186,186
BUENOS AIRES,Tigre,Nordelta,0,6039,0,2290,0,0,0,0,8329
BUENOS AIRES,Tordillo,General Conesa,40,227,0,0,0,0,0,63,330
BUENOS AIRES,Tordillo,Villa Roch,0,0,0,0,0,0,0,11,11
BUENOS AIRES,Tornquist,Saldungaray,0,0,0,466,0,0,0,0,466
BUENOS AIRES,Tornquist,Sierra de la Ventana,0,486,0,621,0,0,0,0,1107
BUENOS AIRES,Tornquist,Tornquist,131,966,0,1461,0,1,0,0,2559
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,0,119,0,0,0,0,0,0,119
BUENOS AIRES,Tornquist,Villa Ventana,475,0,0,0,0,0,0,0,475
BUENOS AIRES,Trenque Lauquen,30 de Agosto,0,184,0,1396,2376,0,0,0,3956
BUENOS AIRES,Trenque Lauquen,OTROS,0,0,0,0,0,4,0,0,4
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,2527,12,68,12253,68,1,0,1241,16170
BUENOS AIRES,Trenque Lauquen,Girodias,47,0,0,0,0,0,0,2,49
BUENOS AIRES,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,2,2
BUENOS AIRES,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,2,2
BUENOS AIRES,Trenque Lauquen,Berutti,0,0,0,282,0,0,0,0,282
BUENOS AIRES,Tres Arroyos,Claromecó,329,0,0,595,0,0,0,734,1658
BUENOS AIRES,Tres Arroyos,Copetonas,0,0,0,1,0,0,0,89,90
BUENOS AIRES,Tres Arroyos,Lin Calel,0,0,0,0,0,0,0,11,11
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),0,0,0,1,0,0,0,155,156
BUENOS AIRES,Tres Arroyos,Orense,0,0,1,246,407,0,0,146,800
BUENOS AIRES,Tres Arroyos,Reta,0,0,0,0,0,0,0,224,224
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,0,0,0,0,0,0,0,120,120
BUENOS AIRES,Tres Arroyos,San Mayol,0,0,0,0,9,0,0,11,20
BUENOS AIRES,Tres Arroyos,Tres Arroyos,1352,14525,61,1513,61,1,0,903,18416
BUENOS AIRES,Tres De Febrero,11 De Septiembre,34,1181,0,5,1,1,0,0,1222
BUENOS AIRES,Tres De Febrero,Caseros,3191,22642,2,8778,25,0,0,2,34640
BUENOS AIRES,Tres De Febrero,Churruca,14,834,0,1543,0,0,0,0,2391
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,550,5184,0,811,2,0,0,0,6547
BUENOS AIRES,Tres De Febrero,Ciudadela,314,11567,67,14121,117,3,0,4,26193
BUENOS AIRES,Tres De Febrero,El Libertador,189,2533,0,0,0,0,0,0,2722
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,141,1877,0,546,3,0,0,5,2572
BUENOS AIRES,Tres De Febrero,Loma Hermosa,1210,5544,0,52,18,0,0,0,6824
BUENOS AIRES,Tres De Febrero,Martín Coronado,218,4982,1,2601,6,0,0,0,7808
BUENOS AIRES,Tres De Febrero,Pablo Podestá,1568,3358,0,7,12,0,0,438,5383
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,159,2717,0,7814,16,0,0,0,10706
BUENOS AIRES,Tres De Febrero,Saenz Peña,312,4995,0,954,0,1,0,1,6263
BUENOS AIRES,Tres De Febrero,Santos Lugares,366,6158,0,1313,8,0,0,1,7846
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),299,7132,0,5788,3,0,0,0,13222
